# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu May 06 12:45:56 BST 2021 [seed=1620301547338]
# -window -working -options
state	joint	prior	likelihood	treeModel.rootHeight	treeLength	tmrca(node1)	tmrca(node10)	tmrca(node2)	tmrca(node3)	tmrca(node4)	tmrca(node5)	tmrca(node6)	tmrca(node7)	tmrca(node8)	tmrca(node9)	yule.birthRate	clock.rate	meanRate	treeLikelihood	branchRates	speciation
2840000	-36353.628446126946	-155.26720768608243	-36198.36123844086	51890.43580040996	453087.25286054413	9642.568897367768	42965.10638471454	15240.353116782933	19624.814830854983	17226.271786478108	25574.505760220487	28907.458008254784	43673.28371229895	51863.98593943015	34937.35897510595	2.9049530012943892E-5	6.305528840334735E-6	6.305528840334737E-6	-36198.36123844086	0.0	-148.96657904404856
2850000	-36355.64389183769	-155.16550383870774	-36200.47838799898	50832.46459205704	447070.4233012998	9052.872444542094	45619.43444665453	13773.536717555806	19844.720559597117	16738.24496825977	25073.85581182949	28565.6785434358	41346.781560839925	49235.7895996009	35230.66593215549	4.342365469345577E-5	6.548010589896252E-6	6.548010589896251E-6	-36200.47838799898	0.0	-149.99201262722693
2860000	-36355.12808836369	-157.31455142340369	-36197.81353694028	45623.8272702018	395881.63085377554	8812.476573618964	39690.23767950003	13404.766991503968	18141.71496724634	15739.32786151543	22787.012993967357	25228.814778180327	36152.80096032413	42877.08006654762	30962.70708549713	5.610193384203788E-5	7.278813230524363E-6	7.278813230524362E-6	-36197.81353694028	0.0	-149.4581486344348
2870000	-36354.81073678567	-155.84959485176637	-36198.961141933905	50650.68493702273	449736.8866373911	8752.095786360773	43251.12859430442	15289.775139967067	20244.293348705993	18008.99866648033	25863.360016056817	29062.01770984152	42384.8134397434	50455.52940419298	33118.24188410602	5.33664755996734E-5	6.345251541985335E-6	6.345251541985336E-6	-36198.961141933905	0.0	-151.89913407676696
2880000	-36350.62057089696	-154.7351132913739	-36195.88545760558	50493.482150337375	444004.03278194	9217.050902093633	43696.489544982396	14244.1196727258	20018.58209388435	17675.976355637315	25936.55458693581	28616.078995662057	42182.92639773241	49667.59883950271	34117.06218878553	3.4173581386993E-5	6.442806742675812E-6	6.442806742675812E-6	-36195.88545760558	0.0	-148.8659578745637
2890000	-36349.669470000525	-154.69212622222048	-36194.9773437783	51413.39345697093	451672.64950311946	9420.941149466864	44950.36137189078	14509.974068511623	20103.339586965998	17738.95749254725	26071.651924046102	29202.558393247356	42496.70670451409	49776.01697027502	34322.69297342911	3.784907668169242E-5	6.303324265498365E-6	6.303324265498366E-6	-36194.9773437783	0.0	-149.4601443888427
2900000	-36351.85715985947	-154.65458126550254	-36197.20257859397	48037.80138536389	424432.5765333119	8840.196754253257	41522.74077775431	13869.746999734756	19294.40240110451	16020.533990269856	24967.017206150063	26752.22868212356	40247.027879291214	47413.218643396955	32869.79774982978	4.1495462622308586E-5	6.709084671934828E-6	6.7090846719348294E-6	-36197.20257859397	0.0	-148.7810702396226
2910000	-36352.99866560314	-155.07057587377062	-36197.92808972937	52085.18667058811	456170.2199206968	9448.785548517935	45242.34788190217	15020.419496528013	20452.136762443264	18460.19720917087	26764.526492366094	29326.848191633253	43792.10578454247	50642.36588573273	34884.23953014922	4.166619417693672E-5	6.370596490727238E-6	6.370596490727241E-6	-36197.92808972937	0.0	-150.12254279987437
2920000	-36352.816709415136	-157.14082852932012	-36195.675880885814	58180.622011687476	506390.8472944509	11211.51452629399	51206.19795999589	16520.266956220294	22265.46426168644	19991.384871270828	28747.95261395982	32153.283712679608	47477.84200210533	55836.996896772165	39979.93473117433	3.448384571772763E-5	5.665833629359401E-6	5.6658336293594E-6	-36195.675880885814	0.0	-151.0375584384399
2930000	-36353.63314586969	-155.48386265077735	-36198.14928321891	50922.51676885987	446742.08833926596	9782.703944886662	44153.533262951685	14394.385735266593	19435.701365920206	17218.357842554513	24301.259391977277	28525.585012698888	42424.91417129613	49863.72641032353	35238.54486719619	2.7722098508424575E-5	6.426869511293361E-6	6.426869511293361E-6	-36198.14928321891	0.0	-148.79727705643134
2940000	-36353.23416827657	-156.16684643583721	-36197.06732184073	53882.09688275379	469314.86704500014	9941.22664413939	47027.0531453019	15518.780545386911	21415.020591417866	16801.190946055012	27186.5549849214	30113.394831580084	43309.33191185829	51680.8032306348	36037.657790788195	2.558472808691881E-5	6.109879501385612E-6	6.109879501385614E-6	-36197.06732184073	0.0	-149.46298752723854
2950000	-36354.24310672749	-155.69494101305295	-36198.548165714434	54539.99130594357	480378.0397947735	10790.382995544205	47221.5160780249	17869.5117876019	22683.657227217667	18657.458731828166	27070.64969783451	31090.1349610199	44972.67904636343	51875.18152638137	36960.51344718926	3.27321875481327E-5	6.026716422287838E-6	6.026716422287841E-6	-36198.548165714434	0.0	-149.9767953541423
2960000	-36353.03554262091	-155.4201406118867	-36197.615402009025	54646.14685054034	473538.16012909316	9571.647682682611	49403.063999825965	16107.599441675453	20919.778655047885	17408.307121046688	27002.756801140495	30207.349462795475	43933.74378962361	51796.3342215632	36952.94590354523	3.844543433686938E-5	6.114424288205953E-6	6.114424288205954E-6	-36197.615402009025	0.0	-150.36689819630075
2970000	-36354.55593455416	-155.86201662588257	-36198.69391792828	55415.00350696285	485035.90683277283	9924.93820606033	48061.25949016346	16223.124946664477	23278.145650254126	18726.528763550956	28653.442101528188	31694.979521054775	45329.692979220286	53101.48367937775	37275.48066411541	3.3672845668944775E-5	5.968593253826991E-6	5.9685932538269895E-6	-36198.69391792828	0.0	-150.2171837895122
2980000	-36353.16686203049	-155.35827291982068	-36197.80858911067	53698.26795486882	471396.6484715784	9954.911289366366	46053.52428205036	15024.787554062721	21476.457508513875	17819.352547676004	27123.06854883784	30881.804797953147	44716.35408712108	52154.679548557506	36526.26849896393	3.6546816270452136E-5	6.2437004621759374E-6	6.243700462175939E-6	-36197.80858911067	0.0	-150.04796096437602
2990000	-36354.373245119576	-156.4698905192734	-36197.903354600305	55730.585748555866	482582.8546611424	10294.87217589936	48620.869856983256	15429.526687589925	21812.171467671	17653.657307186797	26894.678587919658	30396.74389010106	45346.83363068685	52884.59340487216	38509.54517281447	2.6196999175548036E-5	5.956712631367706E-6	5.956712631367705E-6	-36197.903354600305	0.0	-149.7904766032287
3000000	-36354.20500052167	-154.98382696468346	-36199.22117355699	49115.05978142352	429226.9852310128	9352.057112985436	43599.490562477746	14357.795046976353	19226.637739206864	17164.881788798735	24741.45943831413	27899.038297711304	40569.348872613475	45730.06744210152	31772.76066251422	5.0691706390127645E-5	6.578009349366277E-6	6.578009349366275E-6	-36199.22117355699	0.0	-150.32497546640994
3010000	-36352.112417318036	-155.91354362004915	-36196.198873697984	55281.948961592505	485581.4339379727	10229.623425884354	48262.39364920999	14959.832403827168	21735.604704878155	19086.291958748472	28362.68150952049	31163.588533225164	46612.74610070434	53532.26564295214	36589.33967717256	3.403119060762854E-5	5.929510752049353E-6	5.929510752049353E-6	-36196.198873697984	0.0	-150.27194441368704
3020000	-36355.05466415991	-155.46438529636896	-36199.590278863536	52421.46567836964	461290.47968522296	10394.656975792906	44869.44929626424	14686.996069608504	21204.970410512058	17986.39201073932	26597.370783203198	30301.9473238099	44609.14553198316	51472.65066223044	32689.337490412116	2.9243188937803975E-5	6.291145924278415E-6	6.291145924278413E-6	-36199.590278863536	0.0	-149.20783493962193
3030000	-36353.43980502196	-157.55309321261456	-36195.88671180935	53539.30073913699	465756.3481090324	9659.482081736134	45210.075774283105	15774.63186945234	20450.14340841282	18327.566008021855	26743.07678985396	29480.70846770736	44176.97351767211	52245.080581148235	35506.60355566261	5.945515234478453E-5	6.112175625314701E-6	6.1121756253146995E-6	-36195.88671180935	0.0	-154.18536216477918
3040000	-36352.88605899737	-156.7514528108973	-36196.134606186475	55649.672148084304	482067.3167711889	9971.18378823993	47895.88426443766	15807.128338761338	20542.04247065896	18905.056264200466	27243.09831089322	30927.941865987275	46177.78087186409	52898.793116579334	36575.89421438583	4.8412455015754184E-5	5.933730683360842E-6	5.9337306833608395E-6	-36196.134606186475	0.0	-152.50285703778604
3050000	-36361.38608145026	-156.42847997079662	-36204.957601479466	51767.65945092386	463781.2593837782	10099.791128892019	45882.05756463578	14492.849987114483	20657.843334437584	18973.6086393464	27249.480094863997	30504.6467222274	43767.610535321335	50849.72851425324	33764.81885193584	5.2743756812326424E-5	6.283178895022261E-6	6.28317889502226E-6	-36204.957601479466	0.0	-152.51241286850825
3060000	-36353.71670682352	-155.27820858051766	-36198.438498243006	52878.656045921176	462457.8827643744	9914.741605046955	47532.01580998249	15747.523401100274	20856.226824248064	16572.028985733603	26660.932909601393	29485.482647480283	43134.6035166213	50115.88374680474	35990.44459173607	3.287736880373136E-5	6.362825138024472E-6	6.362825138024474E-6	-36198.438498243006	0.0	-149.3998365653827
3070000	-36353.259412815605	-155.22199728899756	-36198.03741552661	51186.67306716267	451746.35660443455	9534.27106166697	45363.84260162003	15145.549849057148	21327.615904263068	16914.96123532557	26335.64042859947	29657.20995121699	42987.940623392424	50595.87948289262	33781.50670220542	4.625164432125998E-5	6.387925783782666E-6	6.387925783782666E-6	-36198.03741552661	0.0	-150.65238785178778
3080000	-36357.53302343676	-155.43902218043814	-36202.09400125632	53133.90580761853	464144.6246312553	9862.938163469948	45153.73524074821	15213.638465344511	21056.934353023204	19819.10869094278	25534.68229415656	30090.58034667929	43813.66279198488	52242.359116701744	35823.53194347479	2.963818841701556E-5	6.222513054100946E-6	6.222513054100947E-6	-36202.09400125632	0.0	-149.30021526376208
3090000	-36355.531308224454	-155.87282977683964	-36199.658478447614	53980.542085946916	477969.12322717067	10882.326872295338	46171.6357298752	15400.356987743799	21468.205086826518	18608.36556518533	27493.785870627507	30286.351616903037	44911.18958315843	53878.92521629911	35965.471320915975	3.123404370546327E-5	5.859604548457556E-6	5.859604548457556E-6	-36199.658478447614	0.0	-149.79093336164783
3100000	-36353.55043737498	-155.33344666453314	-36198.21699071045	49648.15023352701	440057.9459841192	9448.60190303701	43360.81353386629	14047.016758269703	19784.185666957	17499.313598621462	24877.247448581253	28966.99671343714	41757.17101363488	47728.13899184478	34524.081792735	2.8908787462317462E-5	6.5269026585167615E-6	6.526902658516759E-6	-36198.21699071045	0.0	-148.58928591167168
3110000	-36351.47341277188	-156.33999018253203	-36195.133422589344	52756.517529013836	469207.72115710477	10274.53211362876	45049.77219469104	16522.40609798127	21462.46036445498	18641.68921657105	27577.889121108772	30925.910092240094	44533.70125761419	52592.85145770358	35237.187790354714	5.074603555821724E-5	6.155591274892407E-6	6.155591274892406E-6	-36195.133422589344	0.0	-152.36323348427925
3120000	-36353.5599248126	-157.50817350708118	-36196.051751305524	55834.48020879971	491796.5962264689	10830.56483886448	47550.80358052763	17385.69924034809	22910.888067120486	18823.54695951831	28201.812471705045	32013.084420541578	47423.394847697484	54487.04630488433	36273.93669391475	2.2691337253370728E-5	5.907273863213426E-6	5.907273863213425E-6	-36196.051751305524	0.0	-150.1753776514144
3130000	-36353.251517789926	-158.03010546039377	-36195.221412329534	58788.562597048825	516836.75631462986	10938.367284396965	50836.625037721074	17305.290568519787	22216.048117937375	20163.38139707945	29660.77124941315	33685.49276703016	48592.28183503918	56850.39415159904	40146.05078456381	3.5676033175546E-5	5.51473144094216E-6	5.51473144094216E-6	-36195.221412329534	0.0	-151.572093909854
3140000	-36355.85781816934	-155.12617747450818	-36200.73164069483	51171.035931693084	451753.1837160336	9083.656767349756	44582.061915186416	13240.774943459493	20207.24781696304	18124.515909847843	26866.24365747937	29316.113344524667	42584.05801248924	50561.126407996344	34522.603708192066	4.6153178015965714E-5	6.33181328064443E-6	6.331813280644429E-6	-36200.73164069483	0.0	-150.63592668358277
3150000	-36352.414371074345	-157.07660348912148	-36195.337767585224	54147.050122013316	482263.07463049516	10100.13035783207	48935.81975435441	16248.318032794743	21686.095381192794	18759.44983527807	27459.95984002412	30800.62373448125	45743.11105440957	52187.49158842538	37657.53013794789	5.087805678517043E-5	5.97064885896864E-6	5.970648858968639E-6	-36195.337767585224	0.0	-153.0556329095436
3160000	-36350.13645579639	-154.7665870699372	-36195.369868726455	51698.430028232106	452677.38917421625	9651.727770153868	45129.6922412128	15005.943786997224	20045.883892965798	17885.340314386718	26545.71748989732	29094.230967225725	42799.37744611613	50305.61974412001	34457.255037160176	4.112459066936477E-5	6.267406377019978E-6	6.267406377019977E-6	-36195.369868726455	0.0	-149.90192826440457
3170000	-36358.17721847407	-154.5361570907234	-36203.64106138334	47771.59722710801	419731.15966194856	8719.229940919538	42408.08597582723	12874.15553561314	18377.756252067236	17454.669017131015	24425.48860610295	27657.71994429421	39393.718380584665	47635.818404736514	32028.744548582123	4.8155489854184114E-5	6.651927517255846E-6	6.651927517255845E-6	-36203.64106138334	0.0	-149.44633993781667
3180000	-36352.76919916458	-155.5813106101513	-36197.18788855443	53584.20299051429	473748.4912792783	10313.519090281128	46799.13754761303	16165.336464151114	21141.109020009742	19632.05723353026	27645.030624123276	30654.847839708793	45324.180898806	51826.64947871751	35310.295562336636	3.0768148336636256E-5	6.123753401353666E-6	6.123753401353668E-6	-36197.18788855443	0.0	-149.63376097788571
3190000	-36351.38499287672	-155.09428288010997	-36196.29070999661	50514.00722944881	448310.6627556351	9418.780556597767	44358.59927220285	15080.701669938386	20043.990527033096	17892.33232943324	25931.778256039514	28947.36152551349	42898.62857415667	49448.91571030451	32646.872909777052	4.6815485156011344E-5	6.3779163610317094E-6	6.3779163610317094E-6	-36196.29070999661	0.0	-150.5887360722921
3200000	-36354.53145571352	-155.1606690059753	-36199.37078670754	49801.0181792189	445434.32753020665	10098.926436962021	43687.96146700209	15999.037751310116	20858.56398547372	17594.972675887395	25655.900286153315	28035.85713873604	41623.95974555612	47949.83861695052	35448.97412651592	4.817915302342661E-5	6.421010717491115E-6	6.421010717491111E-6	-36199.37078670754	0.0	-150.6882424525736
3210000	-36356.55383092514	-154.8267037921624	-36201.72712713298	50349.4517463734	442466.4869947345	9087.080680781437	45590.045751481055	15052.032904736381	19724.15773392791	17961.48807769167	25165.603359770277	27596.262827708684	41446.538059589235	49871.23474234136	33637.59837385604	3.7829163966283517E-5	6.54806750108653E-6	6.548067501086529E-6	-36201.72712713298	0.0	-149.1097301372451
3220000	-36355.190839978524	-155.83706797801662	-36199.353772000504	55132.1426324286	483717.0681903326	10701.072215360256	48057.0098280605	15877.71202047172	20695.525512644275	19440.095600677967	27321.959315461932	31346.54330853753	44798.26232645584	53951.82187627529	36723.04234438349	3.320590037875885E-5	5.9602484224079554E-6	5.960248422407955E-6	-36199.353772000504	0.0	-150.12843946038373
3230000	-36356.99872345314	-157.8014853598734	-36199.19723809327	58531.549051129856	512748.29679059103	10683.98885148141	49545.07135363419	17395.654881270908	23279.740239067734	20688.633641951623	30150.538639600632	33882.63490698251	47630.269508867364	55986.18217405406	37541.38793939907	3.387554589939767E-5	5.5256667181128105E-6	5.52566671811281E-6	-36199.19723809327	0.0	-151.17625159194517
3240000	-36352.06015766883	-156.30714746989068	-36195.75301019894	56408.23181586042	493236.3275911702	10807.847700088105	50126.14738366487	16720.007764672613	22581.142193515443	19292.26979751413	27808.53274430161	31685.885428354668	45913.070156429385	53824.31839801778	38838.06598768013	3.239824249748951E-5	5.855121069650878E-6	5.85512106965088E-6	-36195.75301019894	0.0	-150.36627309691445
3250000	-36352.60710247986	-155.862824299941	-36196.74427817992	47078.37785957066	414994.69716430345	9219.9900711308	41473.40781033483	14583.074316852057	18889.07204370044	16755.36698365309	23848.934733950675	26768.77814125342	38068.645586452694	45377.731433898996	31063.06873949814	2.9851735062133912E-5	6.900757725726984E-6	6.900757725726983E-6	-36196.74427817992	0.0	-147.83879047108286
3260000	-36356.894491896855	-154.99561831878665	-36201.898873578066	52624.404253263456	461849.14007237455	9688.59168618489	46238.707297227855	16705.430555592447	20756.436291992442	16394.303560720382	26381.37524720957	28846.164089819817	43628.56078374368	49482.23770816979	37744.1927447231	3.547513659411965E-5	6.210206851877346E-6	6.2102068518773455E-6	-36201.898873578066	0.0	-149.59098162834442
3270000	-36359.29851870179	-156.60834748453348	-36202.690171217255	43446.541133896004	384222.5026249654	8479.188084326153	38577.84600394547	14021.914141132564	16762.025100984287	16022.24147920031	21561.281067638116	24401.69246890211	36692.523140591664	41879.31990424439	29298.318943897066	4.155971586772218E-5	7.342282688334147E-6	7.342282688334151E-6	-36202.690171217255	0.0	-147.11710800871006
3280000	-36351.11696764991	-155.42027758619724	-36195.69669006371	52907.05307492069	469926.4405010963	10149.00183693086	45598.82990259333	16293.472153913233	20986.947963836035	18669.752744782036	27632.3819344419	31437.737339603354	44508.66323124166	51607.712753766806	34914.34316293791	4.1484572647975904E-5	6.103033910533263E-6	6.103033910533265E-6	-36195.69669006371	0.0	-150.66715382259935
3290000	-36356.30486602344	-156.55077252161763	-36199.754093501826	56050.13804097453	495008.97184522095	10466.593665246308	47393.96444108492	16508.50938281373	22616.286076922945	20487.069233901704	29175.641050717637	32190.310757548366	47284.767933124036	53734.12820948309	38323.96726995462	3.9541765273424416E-5	5.833264462622359E-6	5.833264462622357E-6	-36199.754093501826	0.0	-151.36951882045295
3300000	-36351.07717829915	-155.20241180835504	-36195.87476649079	52259.565700435414	460162.15243862494	10239.666402132492	45379.410552079615	16205.337168041551	20663.53292229619	17655.585271365628	26270.015697992196	29508.326163937872	42692.15741924806	51938.202099153365	34342.06193574464	3.0596202810797585E-5	6.1961972830842515E-6	6.196197283084249E-6	-36195.87476649079	0.0	-149.20946496399708
3310000	-36350.3434675065	-155.53513491686397	-36194.80833258964	51702.79412021898	451708.7231420615	9503.150578759241	45283.43730357115	15437.265887200538	20299.838086610187	16968.214962512047	25594.49103152235	28784.84846937742	41570.64525020863	49836.30263408112	35542.97973936988	4.9682870360469714E-5	6.371222189432501E-6	6.371222189432499E-6	-36194.80833258964	0.0	-151.27024041789835
3320000	-36351.96405393892	-155.17451422134076	-36196.78953971758	49495.40051232267	443187.6697969038	9421.467747332863	43713.66891360349	15281.749847176527	20215.351904220675	16867.90220109142	25582.207300262147	29331.65424343885	41881.69974389362	48707.44876378828	33447.272476570564	2.848086411970402E-5	6.3803968021918834E-6	6.380396802191883E-6	-36196.78953971758	0.0	-148.6839835008014
3330000	-36356.08716887796	-155.12491905219417	-36200.96224982577	53428.02591288887	464601.2344739446	10607.601093079593	47256.7883612105	15013.059031218614	20841.625831015317	17702.90148965691	26488.363868596585	30145.191420048555	44786.329006647364	50576.631298617365	35269.0775025173	3.846645973412768E-5	6.233844208909537E-6	6.233844208909531E-6	-36200.96224982577	0.0	-150.0259750156388
3340000	-36357.66254054672	-155.9020819087581	-36201.76045863796	54907.79065005336	481498.32374202466	10430.888997357597	45721.134031841626	17514.61590606163	22340.74457165196	18186.681618557	27134.34528390084	29701.59473818029	46124.68337196798	54212.64611833764	34977.17615697503	2.9933077871441286E-5	6.039888379828753E-6	6.039888379828753E-6	-36201.76045863796	0.0	-149.82783009392836
3350000	-36352.04618468237	-156.70320967340467	-36195.34297500896	56836.98799046077	497593.77632200596	10657.61795761366	50518.51842943707	15965.663568060727	22100.698662701318	18667.80066356176	28077.33175107034	31176.486498437785	47286.356189512	55251.39358841415	37475.05658015296	3.099060951991127E-5	5.751770959321591E-6	5.75177095932159E-6	-36195.34297500896	0.0	-150.3844765565839
3360000	-36351.0368368413	-156.75539931791144	-36194.28143752339	51010.72352526414	449935.85854051297	9586.737978460791	44609.77919212945	15465.366867390669	19917.678347611632	17209.552785605316	25371.06985215389	28939.073341711217	42701.96764146244	50249.41900903637	34756.4508934024	5.847234654955201E-5	6.422694846403655E-6	6.4226948464036574E-6	-36194.28143752339	0.0	-153.01924155821058
3370000	-36350.51436012329	-154.89165345827234	-36195.62270666502	48550.290691778944	425727.1283979344	8765.419551239418	42656.55362692592	14840.445603650522	18325.98890983604	16212.035165669382	23765.038006652543	27041.87809083663	40275.37005477039	47593.72976592558	33163.495229793174	4.26262881879789E-5	6.749626858910636E-6	6.749626858910637E-6	-36195.62270666502	0.0	-148.96667948271016
3380000	-36355.38259642663	-154.78945761604695	-36200.59313881058	49184.11273774424	428821.7189779105	10013.764760562064	43372.54473468754	14498.659608519045	19907.4472936961	16600.902867519522	24236.88989725767	27559.895540157035	39415.1293138679	47577.74886556677	32036.60345815292	4.562430997550317E-5	6.648915007175569E-6	6.648915007175569E-6	-36200.59313881058	0.0	-149.50060334088377
3390000	-36353.62612340001	-155.77297266072696	-36197.85315073928	52265.08929408511	457249.48204612127	9776.238121574675	44862.448100681344	15348.345151513075	19736.210951093402	17862.390662567424	25072.69148066211	29103.546269566654	43717.054817957156	50078.009307006774	36321.65820382211	2.7048119217501078E-5	6.362071528176322E-6	6.362071528176324E-6	-36197.85315073928	0.0	-149.10034860675944
3400000	-36356.07125041338	-154.87679095069376	-36201.194459462684	50765.63553090642	442246.0528464366	9275.088681864854	43526.15572031679	15628.484293992507	20173.333550817406	17746.026010898597	24212.48148277734	28186.295110687024	42554.6008453962	48379.112491600594	32344.075737981126	3.611033564478584E-5	6.558522462844065E-6	6.558522462844065E-6	-36201.194459462684	0.0	-148.94576196536093
3410000	-36356.058360005256	-155.39298326318516	-36200.66537674207	50834.581949389365	441425.9639211489	9833.476749593701	45744.71913231584	16320.644038339587	19409.65517402288	16696.96832817935	24986.51784593719	27801.41934212781	40952.39203707179	47607.71822337537	34864.55926804438	5.0773465442794844E-5	6.496282424363112E-6	6.496282424363111E-6	-36200.66537674207	0.0	-150.95850268211268
3420000	-36360.58191094575	-156.62186394919104	-36203.96004699656	55372.07471759988	492319.6880897846	10940.146409855693	48175.90152304242	16722.36448427925	23824.095799704875	19632.26662842257	29738.818085559193	32897.38732078305	47751.92125671639	53104.441125058096	36091.64383775425	3.9829199147768305E-5	5.7531255793988904E-6	5.753125579398891E-6	-36203.96004699656	0.0	-151.31053238181624
3430000	-36354.97315156281	-158.44394793193126	-36196.529203630875	59934.53974300692	527770.2557882819	11966.06094405671	51250.84856685233	17552.58421420805	24240.100696237714	20838.34360772376	30134.46292949718	34745.05231272918	49294.06500175874	58115.830111271076	39794.95194177591	3.339966683310829E-5	5.487505284151103E-6	5.487505284151101E-6	-36196.529203630875	0.0	-151.61789093789707
3440000	-36354.73675606093	-156.96664279714787	-36197.77011326378	56579.438067539675	499775.37244739605	11433.140663820559	49598.502531103026	17965.043101061587	23067.840284185746	19800.614539232996	29103.489047926032	32240.48595014188	46857.87004819552	53452.998534368715	38556.747401205044	3.250615798013172E-5	5.652746809475731E-6	5.65274680947573E-6	-36197.77011326378	0.0	-150.58883034480192
3450000	-36361.400765593506	-161.4216024643168	-36199.97916312919	60663.440937586274	534543.0617475673	10941.2374196788	53452.385507900886	17249.13755768553	22438.538440705048	20982.443997112994	30058.366911198314	34285.996116387076	49760.5796849237	58555.157749578524	41910.53961971932	1.9419496036697938E-5	5.282909230436479E-6	5.282909230436479E-6	-36199.97916312919	0.0	-151.42058646931696
3460000	-36355.15301596467	-156.20055982797035	-36198.9524561367	50349.2528018747	437768.3029888171	8855.98182222111	42283.85208070032	14372.640814662307	19750.804627801517	16176.372431470481	25080.587399093427	29116.877431946505	41927.49109584157	49224.469921997734	32810.63390246956	5.6279948474138294E-5	6.6097595889951224E-6	6.6097595889951224E-6	-36198.9524561367	0.0	-151.8448166720137
3470000	-36350.73783193547	-155.17048255366478	-36195.5673493818	52890.128388021345	467613.5464469322	9785.32477366687	46426.89279429415	16137.20518782405	21237.573624009245	17987.221968023696	26519.776757250405	30401.7767353667	44954.49362846204	52058.54457508542	34254.76481695315	3.5559891072265165E-5	6.0807147840109635E-6	6.080714784010961E-6	-36195.5673493818	0.0	-149.80408551249627
3480000	-36352.875683757135	-154.65851645133912	-36198.2171673058	51265.717924761164	452801.2930182313	9246.585103191443	44924.58686542447	15043.181123618413	19675.43622972901	18706.8733188586	26246.808007957152	29650.501795276396	42765.93466112657	50141.45815628635	33322.6365406861	3.747748707227202E-5	6.224925950190434E-6	6.224925950190434E-6	-36198.2171673058	0.0	-149.46286655548175
3490000	-36361.313061626126	-159.99022119922688	-36201.322840426896	61492.694460306324	538794.8453671123	11693.567834128437	53525.260431424045	17859.291513881562	23050.361629814077	18728.982864155907	30033.10619201553	34302.77904899783	51418.53396938984	58844.09314477444	41986.17483913742	2.5455619258517074E-5	5.304305502200619E-6	5.30430550220062E-6	-36201.322840426896	0.0	-151.23681900536957
3500000	-36353.117124287746	-157.18858447880513	-36195.92853980894	56013.61463209277	496646.6024834698	10381.202043418067	49388.47809925389	18212.19499328712	22644.571153185938	18517.608415214112	28784.198623634806	31704.777113787994	46560.830320309135	54772.26789527697	38267.47751207769	4.434623488623199E-5	5.767291845429858E-6	5.767291845429857E-6	-36195.92853980894	0.0	-152.32968261675796
3510000	-36352.37976001569	-154.7628437003232	-36197.61691631537	49852.87987085569	436358.1734137429	8817.547172799006	44317.003415983505	14957.64061477311	19363.761198399563	17476.23823104495	25131.508766778596	27642.41540830536	40142.82775455428	47663.678768996135	33551.95712551661	3.902043738963052E-5	6.607363114707936E-6	6.6073631147079335E-6	-36197.61691631537	0.0	-148.9954119601479
3520000	-36352.814070274515	-155.5000369104692	-36197.31403336405	49544.049680698554	435711.9243079922	9524.193651782041	43774.56575077543	14667.882908483622	20153.337209786572	15796.828038030764	25213.389749020356	28757.239030168	41000.463344438824	47913.327803775835	32913.14887829555	2.847253160386257E-5	6.604950201130255E-6	6.604950201130254E-6	-36197.31403336405	0.0	-148.4712411396995
3530000	-36357.42755391973	-156.47543591780524	-36200.95211800193	56845.93040997017	498344.54099731584	9993.467152961828	49199.63614837661	17125.145146287774	22896.368932498757	19508.634805998594	27436.444576840342	31705.86456038962	48122.97391638369	54932.00531008038	37098.63500924591	3.070831566698496E-5	5.902503085403329E-6	5.902503085403329E-6	-36200.95211800193	0.0	-150.38602340429793
3540000	-36352.93142807421	-155.29759770748487	-36197.63383036673	50923.23687188639	452926.3971549135	9441.88255480769	44775.960324499116	16119.295500662438	21077.741357666764	18331.617948203944	25774.253514333275	29689.77570413752	42323.06455188775	49317.37839261622	35168.1308542281	4.826071641445912E-5	6.259474724515748E-6	6.25947472451575E-6	-36197.63383036673	0.0	-151.0641568985362
3550000	-36361.68033099127	-157.22899706833203	-36204.45133392294	58271.52712521745	516257.58896292606	11577.711333674297	49101.64225492219	18073.407901777704	24870.37213350799	19957.180986252148	29321.44281446589	33504.13573620803	48886.67877395316	57498.088612353204	38096.3605096849	3.5731559515620766E-5	5.787685007139728E-6	5.78768500713973E-6	-36204.45133392294	0.0	-151.55987988085502
3560000	-36354.19376116669	-156.16873010930377	-36198.02503105738	53781.86739647022	473242.05212718126	9971.44252380632	47071.41542099376	14992.619307562389	21763.480701735985	18527.81232794752	28088.10598541487	30396.355801823887	45051.11802397994	52504.634615644005	35620.97307546866	2.649731094608068E-5	5.960214673385289E-6	5.96021467338529E-6	-36198.02503105738	0.0	-149.5397167580734
3570000	-36357.350633860784	-157.2663920904995	-36200.08424177029	52124.610294539154	459807.41929869173	9598.783666643694	46326.87249231096	14689.41075648983	20584.339951854115	18455.148617061925	26306.550295937424	30670.904590583796	42874.96844729762	49494.867818291634	35211.96371658125	5.97871411933141E-5	6.1597211047704755E-6	6.159721104770475E-6	-36200.08424177029	0.0	-153.91193045379205
3580000	-36353.07479180447	-155.42432823525013	-36197.650463569225	49796.19405904545	436650.17959038704	9577.089460273542	42665.96481979038	14501.025082415706	20220.270419646335	16704.841636891928	25598.152874848576	28306.364457198983	40991.68784294886	49165.913036577236	31754.237258449255	3.198662266835402E-5	6.707411667292598E-6	6.707411667292596E-6	-36197.650463569225	0.0	-148.51947072699582
