# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Jul 07 01:17:57 BST 2021 [seed=1625617058181]
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
170000	-396952.1811003753	-1135.2270203296464	-395816.9540800457	905.1240788116895	1112.8759211883105	20876.209576311885	4706.951183409179	6.250124053112123	0.20819548372722696	0.3454938654016362	0.23224334095406904	0.21406730991706766	0.4246339216356717	8.850189061657302E-4	8.850189061657298E-4	-395816.9540800457	0.0	-1132.792273697874
175000	-396946.42791174015	-1143.1639364179082	-395803.26397532225	949.2872816987066	1068.7127183012935	22213.199023110792	5447.295150283374	6.378276594991305	0.2059083224896905	0.3430291253338441	0.23656988014696026	0.214492672029505	0.42798806387100347	8.33481578405242E-4	8.334815784052424E-4	-395803.26397532225	0.0	-1140.5570772252706
180000	-396935.8202391722	-1133.4030792673054	-395802.4171599049	888.7869312166846	1129.2130687833155	20630.435709376587	5319.406025119847	6.357650486918175	0.2056595103336349	0.34777710268525697	0.23241443551195617	0.2141489514691518	0.4276263795085382	9.193615472279741E-4	9.19361547227974E-4	-395802.4171599049	0.0	-1130.7689776406698
185000	-396954.0476991464	-1143.6591576342446	-395810.38854151213	958.8036678942706	1059.1963321057294	22317.290539374648	5187.365095599262	6.2950691240412	0.2071773759044661	0.3447970289483122	0.23505402324541966	0.21297157190180188	0.42448045123126604	8.256202200263301E-4	8.256202200263307E-4	-395810.38854151213	0.0	-1141.1244319101654
190000	-396960.4763306924	-1143.7614887502255	-395816.7148419422	949.1520348838812	1068.8479651161188	22329.768468272607	5305.467447688762	6.259893294663913	0.2068429890095484	0.34598188237281746	0.23114195517786423	0.2160331734397698	0.42245527904021163	8.2248929477408E-4	8.224892947740805E-4	-395816.7148419422	0.0	-1141.2148756225126
195000	-396943.7432090803	-1144.8370602469424	-395798.90614883334	967.2788138884351	1050.7211861115647	22473.821379532816	5264.543002889357	6.344793577654139	0.2095380114464046	0.34446135457286153	0.2322209079983481	0.21377972598238568	0.4206721953350273	8.189064315919864E-4	8.189064315919869E-4	-395798.90614883334	0.0	-1142.278410770323
200000	-396955.85950556153	-1139.6551246120168	-395816.2043809495	905.5386588303014	1112.4613411696987	21362.70797707348	5810.413621351156	6.207079658515885	0.20590540373702226	0.34668024914828677	0.23144090842766876	0.21597343868702207	0.4229320212128757	8.546502392609073E-4	8.546502392609073E-4	-395816.2043809495	0.0	-1137.0388071767911
205000	-396948.6500016466	-1138.209700422505	-395810.4403012241	894.4882507826785	1123.5117492173215	21264.429665815762	4963.008568785081	6.199940066650893	0.20881969783145424	0.3474140360540489	0.2302814730311455	0.21348479308335125	0.42224101869643804	8.570366638742956E-4	8.570366638742944E-4	-395810.4403012241	0.0	-1135.7538146582178
210000	-396955.33784155274	-1134.245447840425	-395821.0923937123	850.7158724470265	1167.2841275529736	20514.34693197545	5061.725517600401	6.260785590554183	0.2077069339406645	0.34793309752792984	0.23143457745804186	0.21292539107336372	0.42117375385897576	8.914649619027992E-4	8.914649619027992E-4	-395821.0923937123	0.0	-1131.7361782766382
215000	-396935.7580283218	-1126.8874304199337	-395808.87059790187	823.2962041913095	1194.7037958086905	19388.89197001122	4804.453947958097	6.307276072692328	0.2075614539241261	0.3454479592836895	0.23199375374590667	0.2149968330462776	0.41880752235424823	9.39289114209106E-4	9.392891142091058E-4	-395808.87059790187	0.0	-1124.3455262579507
220000	-396939.11226999626	-1135.447953879575	-395803.66431611666	890.7795623948541	1127.220437605146	20696.057958283785	4611.034437278097	6.313870323539392	0.20922703740141077	0.3435800808024147	0.23433695478889519	0.21285592700727918	0.4245620250870071	8.775009465014973E-4	8.775009465014975E-4	-395803.66431611666	0.0	-1133.0242267237118
225000	-396953.0660642776	-1146.1149191051759	-395806.9511451724	914.0170032467272	1103.9829967532728	21775.030537448743	6916.502884109881	6.31212201446378	0.20750890457332644	0.3455320774971486	0.23274686134506037	0.21421215658446444	0.42355822347394007	8.279082782548572E-4	8.279082782548568E-4	-395806.9511451724	0.0	-1143.2915210021977
230000	-396938.6085374679	-1129.8969061904204	-395808.71163127746	850.210561273156	1167.7894387268439	19914.13073991775	4796.664207583789	6.388557245937332	0.20751669207794118	0.3458648026127234	0.23246653101182937	0.21415197429750582	0.4245776606689618	9.300284454246407E-4	9.300284454246406E-4	-395808.71163127746	0.0	-1127.344929626811
235000	-396934.7131261823	-1131.1419686106178	-395803.5711575717	847.7999787402498	1170.2000212597502	20099.066027605775	4626.362082142526	6.289790558302557	0.20619737406581878	0.34497711474241216	0.2332508461348829	0.21557466505688597	0.42561219640450126	9.073207972991444E-4	9.07320797299145E-4	-395803.5711575717	0.0	-1128.6870826969455
240000	-396921.864730781	-1135.8885820389698	-395785.976148742	885.5858880323102	1132.4141119676897	20798.45499864488	5605.084118216246	6.270198269094483	0.20863670021224945	0.3426376848503805	0.233213164353291	0.2155124505840789	0.42757609748844483	8.814053002650258E-4	8.814053002650267E-4	-395785.976148742	0.0	-1133.2713990960765
245000	-396973.0088602709	-1146.2984841349748	-395826.71037613595	936.0977388287419	1081.902261171258	22566.666019152337	5567.270743632511	6.322693705421519	0.20617110754537243	0.34494864968452965	0.23676199329308006	0.21211824947701774	0.4235447925601467	8.067603362414897E-4	8.067603362414897E-4	-395826.71037613595	0.0	-1143.6722713278775
250000	-396953.9681840434	-1131.0901162081996	-395822.87806783523	867.8426673292728	1150.157332670727	20204.44422754539	4787.699295463196	6.294124438979385	0.2061556692167292	0.3458483105466652	0.23320082069516337	0.21479519954144202	0.427561508911652	9.237603226099932E-4	9.237603226099935E-4	-395822.87806783523	0.0	-1128.569057353803
255000	-396942.05340276996	-1124.8884327959054	-395817.1649699741	824.3675960642756	1193.6324039357244	19195.304481942658	4320.759491048341	6.240549713428937	0.20702384957345976	0.34711390724872765	0.23257505466963777	0.21328718850817463	0.42788814520037793	9.686710977184977E-4	9.686710977184975E-4	-395817.1649699741	0.0	-1122.374429781499
260000	-396928.75581768487	-1141.7254922763518	-395787.0303254085	913.4048457186657	1104.5951542813343	21727.670967989052	5837.370895199437	6.279204847019058	0.2086919316686558	0.34589642685712424	0.23177833735303174	0.21363330412118797	0.4283844751031362	8.448612847770034E-4	8.448612847770032E-4	-395787.0303254085	0.0	-1139.0758808689764
265000	-396948.00225244596	-1134.4148368384	-395813.5874156076	869.5594814067855	1148.4405185932146	20637.419822462354	5131.415544288854	6.31970776414683	0.2081274673694078	0.34604104043495526	0.23356801460129384	0.21226347759434283	0.4218815267955746	8.83989180843579E-4	8.839891808435789E-4	-395813.5874156076	0.0	-1131.8831314970605
270000	-396941.4845214713	-1143.3770649453124	-395798.107456526	919.9175011879782	1098.0824988120216	22002.617752950264	5809.302951965986	6.285744764558121	0.20882888869364902	0.34450743394788563	0.23385521925765632	0.2128084581008088	0.4193096006162583	8.312335008619751E-4	8.312335008619745E-4	-395798.107456526	0.0	-1140.7447518966824
275000	-396941.07115378586	-1138.968565310186	-395802.1025884757	906.26686066992	1111.7331393300801	21360.80218863962	4868.448351504768	6.320519440038947	0.20749261207759198	0.3442333219374045	0.23520835241035057	0.21306571357465273	0.419020040358639	8.494387340501966E-4	8.494387340501966E-4	-395802.1025884757	0.0	-1136.5094283149883
280000	-396956.8268291118	-1148.9248847561823	-395807.90194435563	975.1097809652705	1042.8902190347294	23086.420148211644	5655.388643423284	6.276644206789341	0.20627241265149535	0.34596444727568987	0.2331329978913897	0.21463014218142482	0.4224976212375308	7.869109257592636E-4	7.869109257592638E-4	-395807.90194435563	0.0	-1146.269922302368
285000	-396939.8266588977	-1139.4058550895504	-395800.42080380814	906.5951562438631	1111.4048437561369	21422.283472442123	5818.731150596664	6.3290978475969695	0.2068333489356345	0.3455557009546422	0.2340068392973628	0.21360411081236022	0.42345335794935907	8.604862140398955E-4	8.604862140398955E-4	-395800.42080380814	0.0	-1136.756084585869
290000	-396958.64302766003	-1139.9781232521998	-395818.6649044078	918.9019915718712	1099.0980084281287	21519.213806986172	4393.06572870838	6.2713926490437695	0.2081925355098815	0.34486313987596035	0.23412274247143758	0.21282158214272032	0.42822528275124605	8.574210568901377E-4	8.574210568901374E-4	-395818.6649044078	0.0	-1137.6146365731151
295000	-396950.2868640849	-1134.346619455587	-395815.9402446293	866.5597357227932	1151.4402642772068	20685.230400545403	4709.062524176126	6.282200416850174	0.20536255392302757	0.34451533500662196	0.23475208316262552	0.21537002790772472	0.42559877301628046	8.84942980629782E-4	8.849429806297816E-4	-395815.9402446293	0.0	-1131.9017059542464
300000	-396956.3989597155	-1146.8724758591372	-395809.5264838564	984.9389862034953	1033.0610137965045	22986.84567540333	5751.467017750253	6.341518040699825	0.20616588823152726	0.3477242972756067	0.23149314717348599	0.21461666731937995	0.4221451967124431	7.96658165871093E-4	7.966581658710929E-4	-395809.5264838564	0.0	-1144.1997344386355
305000	-396963.24840923486	-1147.5437778101712	-395815.7046314247	974.8279761490691	1043.172023850931	23064.62055457809	5783.963377942301	6.340767998577458	0.2047018351440799	0.34662985787879574	0.2333982782996185	0.21527002867750564	0.4221741144499911	7.979276103485875E-4	7.979276103485875E-4	-395815.7046314247	0.0	-1144.8671994801084
310000	-396955.345681232	-1148.7597526421675	-395806.5859285898	975.4245112519167	1042.5754887480834	23140.87701019355	4897.214127919648	6.3025625111809	0.20747725859756652	0.34602248586723416	0.23175480382220506	0.21474545171299408	0.4167994109371249	7.879539068012714E-4	7.879539068012709E-4	-395806.5859285898	0.0	-1146.2554270985027
315000	-396950.16649592505	-1151.5523389390369	-395798.614156986	1004.1882682404668	1013.8117317595332	23660.200609181287	5556.613892595465	6.251342362572682	0.2089192698729903	0.34441332133245145	0.23155694815823252	0.21511046063632555	0.42936839485279543	7.738003801348644E-4	7.738003801348644E-4	-395798.614156986	0.0	-1148.884625335329
320000	-396942.0711484166	-1131.1670037291274	-395810.90414468746	852.593000008631	1165.406999991369	20232.508699011247	4806.535254253426	6.424631513700974	0.2066232375100475	0.34604667861294847	0.23223450999573061	0.21509557388127332	0.4287312731929637	9.17295420250052E-4	9.172954202500524E-4	-395810.90414468746	0.0	-1128.6193922627137
325000	-396967.58694301185	-1150.5633675545914	-395817.0235754573	1018.8840950662346	999.1159049337654	23604.67341861684	5349.863790245103	6.2946646473584735	0.20675059798497178	0.34409268925228853	0.23390216155028154	0.21525455121245807	0.42492927697357613	7.801316744557893E-4	7.801316744557893E-4	-395817.0235754573	0.0	-1147.9434076298005
330000	-396974.0444813525	-1153.314419984867	-395820.7300613676	1033.7470996996515	984.2529003003485	24053.181943069707	4984.21456138891	6.431460598127122	0.20744139979822226	0.34614083165126747	0.23155645911536313	0.21486130943514717	0.4302253916099301	7.845356740259645E-4	7.845356740259638E-4	-395820.7300613676	0.0	-1150.7289120656726
335000	-396963.024876529	-1154.6246694224933	-395808.4002071065	1016.3202136741927	1001.6797863258073	23918.70046469162	4744.734240338464	6.290465396552881	0.207857918332753	0.3452232677509244	0.23341276495544866	0.21350604896087402	0.42175489955041995	7.691674872961376E-4	7.691674872961365E-4	-395808.4002071065	0.0	-1152.1114658539757
340000	-396956.8418319984	-1158.15760508935	-395798.684226909	1057.8843015269902	960.1156984730098	24978.38872825001	5761.14782792292	6.250819031867079	0.20867391898605453	0.3450993769166628	0.23250159537615134	0.21372510872113132	0.42342957959488065	7.353735019009172E-4	7.353735019009177E-4	-395798.684226909	0.0	-1155.3740889835012
345000	-396948.86569356197	-1148.587122856324	-395800.2785707056	969.0437629354665	1048.9562370645335	23008.50262283811	4858.982379282678	6.353342563756119	0.2066382793819324	0.3481050325033232	0.2322628306986789	0.21299385741606547	0.4230320243470144	8.043722657736082E-4	8.043722657736079E-4	-395800.2785707056	0.0	-1146.0879030039596
350000	-396957.3203988443	-1144.3399928152833	-395812.98040602903	955.2816410981279	1062.718358901872	22353.0062396961	5857.406244340316	6.29574507107703	0.20890312258545113	0.3468393914884327	0.2303810403891287	0.21387644553698745	0.4236992382237244	8.237229619077348E-4	8.237229619077347E-4	-395812.98040602903	0.0	-1141.6839820663376
355000	-396963.0163422521	-1136.1522870205076	-395826.86405523156	895.0695293969246	1122.9304706030753	20983.13986897079	5142.987940711541	6.336969648353846	0.20855159473788415	0.3448076387184403	0.23308884815667025	0.21355191838700524	0.4236364916558922	8.764354804557219E-4	8.764354804557229E-4	-395826.86405523156	0.0	-1133.6163215302336
360000	-396952.2103310551	-1141.4605148627254	-395810.7498161924	938.2755715680024	1079.7244284319977	21926.95529967884	5143.504595621067	6.3582441312465665	0.2062228187005595	0.3461315016815011	0.23302215539858573	0.21462352421935363	0.4302741313410766	8.446068338642726E-4	8.446068338642721E-4	-395810.7498161924	0.0	-1138.9143747836094
365000	-396938.7803491512	-1136.0498779030347	-395802.73047124816	898.4502352300703	1119.5497647699297	20995.314926028466	5030.142748005959	6.338168140255876	0.2085261929734336	0.34351404655972906	0.2350876528182549	0.2128721076485824	0.4288951643136804	8.795342495932999E-4	8.795342495933007E-4	-395802.73047124816	0.0	-1133.5231214002442
370000	-396961.54583622474	-1154.1439154296197	-395807.40192079515	1043.0276799276487	974.9723200723513	24291.344980220696	5762.1915400443195	6.389309209135888	0.2073528572027589	0.34665440063576797	0.23321476826919513	0.21277797389227798	0.4153298838216581	7.537777296268121E-4	7.537777296268114E-4	-395807.40192079515	0.0	-1151.3911780263422
375000	-396962.4422087918	-1145.501302073656	-395816.94090671814	960.1427887687171	1057.857211231283	22616.229981598546	5198.054844041827	6.315089383331975	0.20754343910601158	0.34658922012174126	0.2313483185223954	0.21451902224985178	0.42346258895619737	8.041095022053136E-4	8.041095022053139E-4	-395816.94090671814	0.0	-1142.942773880696
380000	-396954.392961459	-1143.6680684838204	-395810.7248929752	938.854580876859	1079.145419123141	21920.031947377985	4242.731944079042	6.322589116348375	0.20622294183368442	0.34787588968880556	0.23070039864064104	0.21520076983686917	0.4281209821487447	8.439790672709639E-4	8.439790672709642E-4	-395810.7248929752	0.0	-1141.3273440409453
385000	-396943.8022886566	-1149.9599462779865	-395793.84234237863	996.5895098059684	1021.4104901940316	23366.334450167225	6196.253015907919	6.2791576745735584	0.20857126890785335	0.3448269165160971	0.23111248405503426	0.2154893305210155	0.4296453252449653	7.942204286588138E-4	7.942204286588142E-4	-395793.84234237863	0.0	-1147.209598530201
390000	-396971.93848042766	-1154.0165892964906	-395817.92189113115	1056.9532067714442	961.0467932285558	24267.398999358786	6264.1552195587565	6.256595442791963	0.20707037079761187	0.34720622288860736	0.2310956683728428	0.21462773794093815	0.4238326810862461	7.526304093592283E-4	7.526304093592286E-4	-395817.92189113115	0.0	-1151.1928737290875
395000	-396954.0001955284	-1150.611709161146	-395803.38848636724	1001.1725507349304	1016.8274492650696	23613.924586964797	5352.166928882426	6.340593196965399	0.2075018367541344	0.3446125725528574	0.23378188901786984	0.21410370167513854	0.42263065582834797	7.830360240476793E-4	7.830360240476784E-4	-395803.38848636724	0.0	-1147.9896898975542
400000	-396948.8026497452	-1144.4798795900517	-395804.32277015515	954.3233682041233	1063.6766317958768	22283.103577069018	4729.915800114122	6.292431572573354	0.20466591797095832	0.34664407227866645	0.23344651428070803	0.21524349546966734	0.4248209628329049	8.29686980008915E-4	8.296869800089151E-4	-395804.32277015515	0.0	-1142.0397075078138
405000	-396947.67826852965	-1138.0158609088442	-395809.6624076208	936.2908533636022	1081.7091466363977	21483.450241532755	4938.199576048693	6.339338171491478	0.20482696203749026	0.3471860432617875	0.23496924088734358	0.21301775381337876	0.43368602977485865	8.732906693310286E-4	8.732906693310291E-4	-395809.6624076208	0.0	-1135.5018083339985
410000	-396942.8845052723	-1136.0881634939235	-395806.7963417784	888.6817333637562	1129.3182666362438	20992.145835586576	5044.252787835673	6.284902252793069	0.20671680756655042	0.3452877267603536	0.2347668110119002	0.21322865466119595	0.42748135061448245	8.796011559509899E-4	8.796011559509897E-4	-395806.7963417784	0.0	-1133.5743733685101
